index,model,Adherence to Instructions_score,Believable Character Actions_score,Nuanced Characters_score,Consistent Voice / Tone of Writing_score,Imagery and Descriptive Quality_score,Elegant Prose_score,Emotionally Engaging_score,Emotionally Complex_score,Coherent_score,Well-earned Lightness or Darkness_score,Sentences Flow Naturally_score,Overall Reader Engagement_score,Overall Impression_score,Meandering_score,Weak Dialogue_score,Tell-Don't-Show_score,Unsurprising or Uncreative_score,Amateurish_score,Purple Prose_score,Overwrought_score,Incongruent Ending Positivity_score,Unearned Transformations_score
110,zai-org/GLM-4.5,19.5,17.0,15.0,18.5,17.5,16.0,18.0,19.0,18.5,17.5,17.0,18.5,18.5,2.0,12.0,5.0,10.0,11.0,3.0,14.0,1.0,15.5
111,zai-org/GLM-4.5,18.5,17.0,16.0,17.5,18.0,16.5,18.5,17.5,18.0,17.0,17.5,18.0,18.5,2.0,1.5,3.0,4.0,2.5,3.5,3.0,1.0,1.5
112,zai-org/GLM-4.5,19.5,17.0,16.5,18.0,18.5,16.0,18.5,19.0,18.5,17.5,17.5,18.0,18.5,2.0,1.5,1.0,2.5,1.0,3.0,4.0,1.0,2.0
113,zai-org/GLM-4.5,19.5,17.0,16.5,18.5,17.5,16.0,17.5,16.5,18.0,17.0,18.5,17.5,18.0,2.0,3.0,2.5,4.0,2.0,3.5,2.5,1.0,1.5
114,zai-org/GLM-4.5,19.5,18.0,16.5,18.5,19.0,17.5,17.0,16.0,19.5,17.5,18.0,18.5,18.5,2.0,1.5,2.5,3.0,2.0,3.5,2.5,1.0,1.5
115,zai-org/GLM-4.5,19.5,18.0,17.5,18.5,17.0,15.0,18.5,17.5,19.0,16.0,17.5,18.0,18.5,2.0,1.5,3.0,10.0,12.0,5.0,4.0,1.0,2.5
116,zai-org/GLM-4.5,19.5,17.0,16.5,18.0,15.0,14.0,17.5,18.5,18.5,16.0,17.5,17.0,18.0,3.0,12.0,10.0,11.0,13.0,5.0,4.0,2.0,3.0
117,zai-org/GLM-4.5,18.5,17.0,16.5,18.0,17.5,15.0,18.5,19.0,18.0,16.0,17.5,18.0,18.5,3.0,12.0,10.0,14.0,13.0,10.0,15.0,10.0,5.0
118,zai-org/GLM-4.5,19.5,17.0,16.5,18.0,17.5,15.0,19.0,18.5,18.5,16.0,17.5,18.0,18.5,3.0,12.0,10.0,10.0,11.0,5.0,10.0,2.0,3.0
119,zai-org/GLM-4.5,19.5,18.0,17.5,18.5,19.0,17.0,18.5,17.5,19.5,16.0,18.0,18.5,18.5,2.0,1.0,2.5,3.0,2.0,1.5,2.5,1.0,1.5
120,zai-org/GLM-4.5,18.5,17.0,15.0,17.5,16.0,15.5,16.5,17.5,18.0,14.0,17.0,17.5,17.0,3.0,12.0,10.0,13.0,11.0,5.0,6.0,10.0,14.5
121,zai-org/GLM-4.5,19.5,17.0,18.5,18.0,18.5,17.5,17.5,18.0,19.0,17.5,18.5,18.0,18.5,2.0,3.0,2.5,4.0,2.0,3.5,2.5,1.0,1.5
122,zai-org/GLM-4.5,19.5,17.0,16.5,18.5,18.0,17.5,17.5,16.0,19.0,17.0,18.5,18.5,18.5,2.0,2.5,3.0,3.5,2.0,1.0,1.5,1.0,1.0
