index,model,Adherence to Instructions_score,Believable Character Actions_score,Nuanced Characters_score,Consistent Voice / Tone of Writing_score,Imagery and Descriptive Quality_score,Elegant Prose_score,Emotionally Engaging_score,Emotionally Complex_score,Coherent_score,Well-earned Lightness or Darkness_score,Sentences Flow Naturally_score,Overall Reader Engagement_score,Overall Impression_score,Meandering_score,Weak Dialogue_score,Tell-Don't-Show_score,Unsurprising or Uncreative_score,Amateurish_score,Purple Prose_score,Overwrought_score,Incongruent Ending Positivity_score,Unearned Transformations_score
39,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,16.0,18.5,17.0,14.5,15.0,13.5,19.0,12.0,16.5,16.0,15.5,5.0,6.5,8.0,9.0,4.0,7.5,8.5,0.0,4.5
40,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,16.0,18.5,17.0,14.5,16.5,15.0,19.0,13.0,17.5,17.0,16.5,5.0,4.5,6.0,7.0,3.0,5.5,8.0,2.0,6.5
41,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.0,19.5,16.5,18.0,17.5,19.5,18.5,18.0,19.0,18.5,3.0,4.0,5.0,6.0,2.0,4.5,3.5,0.0,5.5
42,deepseek-ai/DeepSeek-R1-0528,19.5,17.0,16.5,18.0,17.5,14.0,16.0,15.5,18.5,12.0,17.0,16.5,15.0,8.5,3.0,6.0,7.0,4.5,5.5,6.0,2.0,5.0
43,deepseek-ai/DeepSeek-R1-0528,20.0,16.5,17.0,18.5,19.0,16.0,17.5,18.0,19.5,14.0,17.0,18.0,18.5,3.0,4.5,5.0,6.0,2.0,7.0,6.5,0.0,8.0
44,deepseek-ai/DeepSeek-R1-0528,18.0,17.5,16.0,19.0,14.5,13.0,15.5,12.0,19.0,17.0,18.5,17.5,18.0,5.0,6.0,7.0,8.0,4.0,5.5,6.0,3.0,4.5
45,deepseek-ai/DeepSeek-R1-0528,19.0,18.5,17.0,16.5,17.5,14.0,16.0,13.5,18.0,12.0,16.5,17.0,16.5,4.0,3.5,5.0,6.0,3.0,4.5,3.5,4.0,5.5
46,deepseek-ai/DeepSeek-R1-0528,18.5,14.0,11.0,16.0,13.5,12.0,15.0,12.5,17.0,10.0,16.5,14.5,13.0,5.0,6.0,8.0,9.0,4.0,3.5,4.5,1.0,10.5
47,deepseek-ai/DeepSeek-R1-0528,20.0,14.5,13.0,17.5,16.0,14.0,15.0,14.0,18.0,10.0,17.0,15.5,14.5,8.0,9.0,11.0,12.0,6.0,13.0,10.5,5.0,8.5
48,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.0,18.0,16.5,18.5,17.5,19.5,16.0,18.0,18.5,17.5,4.0,3.5,5.0,4.5,2.0,4.0,3.5,0.0,3.0
49,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.0,16.5,14.0,13.0,12.5,19.5,15.0,18.0,17.5,17.0,3.0,4.0,5.0,6.0,2.0,4.5,3.5,1.0,2.0
50,deepseek-ai/DeepSeek-R1-0528,18.0,17.5,16.0,19.0,18.5,14.0,17.0,16.5,19.0,18.0,17.5,17.0,17.5,3.5,2.0,4.0,3.0,2.5,3.5,2.0,0.0,0.0
51,deepseek-ai/DeepSeek-R1-0528,19.0,17.5,16.0,18.5,15.0,14.5,17.0,15.5,18.0,16.5,17.5,17.0,17.5,3.0,2.0,4.0,5.0,2.0,3.0,4.5,2.0,4.0
52,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.0,16.5,14.0,17.5,18.0,19.5,16.0,18.0,18.5,18.0,3.0,4.5,5.0,6.0,2.0,4.0,3.5,1.0,2.5
53,deepseek-ai/DeepSeek-R1-0528,18.5,17.0,16.0,18.0,15.5,14.0,17.5,16.5,19.0,13.0,17.0,18.0,17.5,8.5,9.0,10.5,12.0,11.0,8.0,14.5,10.0,11.5
54,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,17.5,14.0,19.0,19.5,18.0,16.0,17.0,19.0,18.5,5.0,3.0,4.0,6.0,2.0,5.0,7.0,2.0,4.0
55,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,16.0,19.0,17.5,15.5,14.0,13.5,19.5,16.5,18.0,17.0,17.5,4.0,5.5,6.0,8.0,4.5,6.5,7.0,1.0,4.0
56,deepseek-ai/DeepSeek-R1-0528,18.0,16.5,17.0,19.0,18.5,17.5,16.0,17.5,18.0,14.0,18.0,17.5,17.0,2.0,3.0,4.0,3.0,2.0,4.5,5.0,1.0,2.5
57,deepseek-ai/DeepSeek-R1-0528,18.0,17.5,16.0,19.0,17.0,15.5,16.5,14.0,18.5,17.0,17.5,18.0,17.5,3.0,2.5,4.0,3.5,2.0,5.0,4.5,1.0,2.5
58,deepseek-ai/DeepSeek-R1-0528,18.5,16.0,14.5,17.0,16.5,15.0,13.5,12.0,17.5,14.0,16.0,15.5,14.5,5.5,6.0,8.5,9.0,3.5,7.5,6.5,1.0,4.0
59,deepseek-ai/DeepSeek-R1-0528,19.0,17.5,16.0,18.0,16.5,14.0,17.0,15.5,19.5,13.0,17.0,17.5,16.5,2.0,3.5,4.0,5.0,2.5,3.0,4.5,1.0,2.0
60,deepseek-ai/DeepSeek-R1-0528,18.5,16.0,14.0,17.0,13.5,12.0,15.5,14.5,15.0,11.0,16.5,16.0,15.5,3.5,4.0,6.0,5.5,4.5,3.0,4.0,1.0,6.5
61,deepseek-ai/DeepSeek-R1-0528,19.5,16.0,12.0,18.5,14.5,13.0,11.0,9.5,17.0,10.0,16.5,15.5,16.0,4.5,6.0,5.0,8.0,3.0,2.0,3.5,1.0,4.0
62,deepseek-ai/DeepSeek-R1-0528,18.5,16.0,17.5,18.0,17.0,16.5,14.5,15.0,19.0,13.0,17.5,15.5,16.0,2.5,3.0,4.5,3.5,2.0,4.0,3.5,1.0,2.5
63,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,16.0,18.0,17.0,14.5,15.0,13.0,19.5,12.0,16.5,17.0,16.5,3.0,4.5,5.0,4.0,2.0,4.5,5.0,1.0,2.5
64,deepseek-ai/DeepSeek-R1-0528,19.5,17.0,16.0,18.0,16.5,14.0,15.0,13.5,19.0,12.0,18.5,16.5,16.0,4.0,5.5,6.0,7.0,4.5,5.0,6.5,2.0,3.5
65,deepseek-ai/DeepSeek-R1-0528,19.5,17.0,18.0,16.5,19.0,17.5,17.0,18.5,19.0,16.0,18.0,18.5,18.0,3.0,4.5,2.0,2.5,1.5,4.0,3.5,2.0,3.0
66,deepseek-ai/DeepSeek-R1-0528,18.5,16.0,14.5,17.0,16.5,13.5,15.0,12.0,19.0,13.0,17.5,16.0,15.5,2.5,3.0,4.5,5.0,2.0,3.5,3.0,4.0,6.5
67,deepseek-ai/DeepSeek-R1-0528,20.0,16.5,17.0,18.5,17.5,14.0,18.0,16.5,19.0,15.0,18.0,18.5,17.5,3.0,4.5,5.0,6.0,4.0,5.5,6.5,0.0,5.0
68,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.0,18.0,16.5,17.5,17.0,19.5,16.0,18.5,18.0,17.5,4.0,3.5,5.0,6.0,2.0,4.5,5.0,3.0,6.5
69,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,14.0,18.0,16.0,15.0,13.0,10.0,19.0,16.5,18.5,17.0,17.5,3.0,4.0,5.0,6.0,3.5,4.5,3.0,2.0,4.0
70,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.0,16.5,15.5,16.0,14.5,19.5,13.0,18.0,17.5,16.5,3.0,4.5,6.0,5.5,3.5,7.0,6.5,4.0,7.5
71,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,16.0,18.0,17.0,15.5,16.5,14.0,19.0,13.0,17.5,17.0,16.5,3.0,4.5,5.0,6.0,2.0,4.0,5.5,0.0,4.0
72,deepseek-ai/DeepSeek-R1-0528,20.0,16.5,14.0,17.0,16.0,13.5,15.0,14.5,18.0,12.0,16.0,16.5,15.5,8.0,9.0,10.5,11.0,6.0,7.5,8.5,5.0,9.5
73,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,16.0,18.5,19.0,16.5,17.0,14.5,19.5,15.0,18.0,17.5,17.0,3.0,4.0,5.0,6.0,2.0,5.5,6.0,1.0,7.0
74,deepseek-ai/DeepSeek-R1-0528,20.0,14.5,16.0,18.0,17.5,15.0,16.5,17.0,19.0,13.0,18.5,17.0,16.5,5.0,6.0,8.0,9.0,7.0,10.0,11.0,8.0,9.5
75,deepseek-ai/DeepSeek-R1-0528,19.5,17.0,16.5,18.0,18.5,17.5,16.0,17.0,19.0,14.0,18.0,16.5,17.0,3.5,2.0,4.0,3.0,2.5,5.0,6.0,0.0,5.5
76,deepseek-ai/DeepSeek-R1-0528,19.5,17.0,16.5,18.0,14.0,12.5,13.5,12.0,17.5,15.0,16.0,16.5,16.0,3.5,4.0,5.0,6.0,4.5,2.0,2.5,3.0,3.5
77,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,16.0,18.0,16.5,14.0,15.5,13.0,19.0,14.5,17.0,16.5,15.5,2.5,3.0,4.5,5.0,3.5,3.0,4.0,3.5,5.5
78,deepseek-ai/DeepSeek-R1-0528,18.5,16.0,14.0,17.0,15.5,13.0,16.5,12.0,19.0,15.0,17.5,17.0,16.5,8.0,9.5,10.0,11.0,6.0,4.5,5.0,0.0,7.5
79,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,19.5,18.5,18.0,17.0,19.0,16.5,19.0,18.5,18.5,3.5,4.0,5.0,4.5,3.0,6.0,7.0,2.0,6.5
80,deepseek-ai/DeepSeek-R1-0528,20.0,16.5,17.0,18.5,19.0,17.5,18.0,17.5,19.5,16.0,18.0,18.5,18.0,4.0,3.5,4.5,5.0,2.0,4.0,5.5,0.0,4.0
81,deepseek-ai/DeepSeek-R1-0528,19.5,18.0,17.5,18.5,16.0,14.5,15.0,16.5,19.0,17.0,18.0,17.5,17.0,3.5,2.5,4.0,3.0,2.0,4.5,3.5,1.5,2.5
82,deepseek-ai/DeepSeek-R1-0528,18.5,17.0,16.5,18.0,19.0,17.5,17.0,16.0,19.5,14.5,18.5,18.0,17.5,3.5,2.0,4.0,5.0,2.5,6.0,5.5,1.0,2.0
83,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.5,16.0,14.0,18.0,16.5,19.0,17.5,18.0,17.5,17.0,2.0,1.5,3.0,4.0,1.0,2.5,3.5,1.0,2.0
84,deepseek-ai/DeepSeek-R1-0528,18.5,14.0,12.5,19.0,16.0,13.0,11.0,10.5,17.0,15.0,16.5,15.5,14.5,5.0,8.0,7.5,6.0,6.5,4.0,5.5,4.0,7.0
85,deepseek-ai/DeepSeek-R1-0528,19.5,17.0,16.0,18.0,17.5,14.0,16.5,15.5,18.5,13.0,16.0,17.5,16.5,8.5,4.0,6.0,5.0,3.0,7.0,6.5,2.0,4.5
86,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,16.5,14.0,18.5,19.5,17.0,16.0,18.0,18.5,18.0,3.0,2.0,4.5,3.5,2.0,3.0,5.5,1.0,2.5
87,deepseek-ai/DeepSeek-R1-0528,19.0,16.5,13.0,17.0,18.5,15.0,14.0,12.0,18.0,16.0,17.5,15.5,16.0,3.0,4.0,6.0,7.0,5.0,8.0,6.5,0.0,4.5
88,deepseek-ai/DeepSeek-R1-0528,18.5,16.0,17.5,19.0,18.0,17.0,16.5,17.0,18.5,14.0,17.5,17.0,17.5,3.5,2.0,4.0,3.0,1.5,2.5,3.0,1.0,2.5
89,deepseek-ai/DeepSeek-R1-0528,20.0,16.5,17.0,19.0,18.5,17.5,16.0,15.5,18.0,14.0,19.5,18.5,17.5,3.0,4.0,5.0,6.0,2.0,4.5,3.5,2.0,3.0
90,deepseek-ai/DeepSeek-R1-0528,18.0,14.5,12.0,16.0,17.5,15.0,13.0,11.5,19.0,10.0,16.5,15.5,16.0,3.0,4.5,5.0,6.0,2.0,3.5,4.0,1.0,2.5
91,deepseek-ai/DeepSeek-R1-0528,18.5,16.0,14.0,17.0,16.5,13.0,15.0,12.0,19.0,14.5,16.0,15.5,15.0,3.0,4.0,5.0,6.0,2.0,4.5,5.0,0.0,1.0
92,deepseek-ai/DeepSeek-R1-0528,18.5,17.0,16.0,19.0,14.5,12.0,16.5,15.5,17.5,13.0,18.0,17.0,16.5,4.5,1.0,6.0,5.5,2.0,3.0,4.0,1.0,5.0
93,deepseek-ai/DeepSeek-R1-0528,18.5,16.0,14.5,17.0,13.5,12.0,11.5,9.0,18.0,15.0,16.5,16.0,15.5,4.5,3.0,2.5,5.0,1.0,2.0,1.5,0.0,0.0
94,deepseek-ai/DeepSeek-R1-0528,18.5,17.0,16.5,17.5,19.0,16.0,14.5,13.0,18.0,15.0,17.0,16.0,16.5,2.5,3.0,4.0,3.5,2.0,3.0,4.5,1.0,2.5
95,deepseek-ai/DeepSeek-R1-0528,18.5,17.0,16.5,19.0,18.0,14.5,17.5,17.0,19.0,18.5,18.0,18.0,17.5,3.0,2.5,4.0,3.5,2.0,4.5,3.5,1.0,2.0
96,zai-org/GLM-4.5,19.5,17.0,14.5,18.0,16.5,15.0,15.5,12.0,19.0,13.5,18.5,16.0,15.5,3.5,4.0,5.5,6.0,3.0,4.5,5.0,1.0,6.5
97,zai-org/GLM-4.5,19.0,16.5,17.0,18.0,17.5,16.0,17.5,18.5,19.0,15.0,18.0,17.0,17.5,3.0,4.0,5.0,4.5,2.0,6.0,5.5,3.0,4.0
98,zai-org/GLM-4.5,18.5,16.0,14.0,17.0,15.5,13.5,12.0,10.5,9.5,8.0,16.5,13.0,12.5,4.0,3.5,5.5,4.5,3.0,4.0,3.5,6.0,5.5
99,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,18.5,16.0,17.0,16.5,19.5,14.0,18.0,18.5,17.5,3.0,4.0,5.0,6.0,2.0,7.0,8.0,0.0,5.0
100,zai-org/GLM-4.5,18.5,16.0,14.5,17.0,15.5,12.0,15.0,13.5,16.5,14.0,17.5,16.0,15.5,3.0,4.5,5.0,6.0,4.0,3.5,4.0,5.5,6.5
101,zai-org/GLM-4.5,18.5,17.0,16.0,19.0,17.5,14.0,12.5,13.0,18.0,15.0,17.5,16.5,16.0,4.0,5.0,6.0,7.0,8.0,9.0,8.5,3.0,4.0
102,zai-org/GLM-4.5,20.0,18.5,17.0,16.5,15.5,14.0,17.5,16.0,19.5,15.0,17.0,18.0,17.5,3.5,2.5,4.0,3.0,2.0,2.5,3.0,1.5,2.5
103,zai-org/GLM-4.5,20.0,17.5,16.0,18.5,18.0,16.5,17.0,15.5,19.5,14.0,18.0,17.5,17.0,3.0,5.5,6.0,7.0,4.0,6.5,7.5,0.0,8.0
104,zai-org/GLM-4.5,19.5,17.0,14.5,16.0,15.5,12.0,13.5,11.0,18.0,10.0,15.0,14.0,13.0,8.5,9.0,10.5,11.0,7.0,6.5,8.0,5.0,6.0
105,zai-org/GLM-4.5,18.5,17.0,16.0,18.0,17.5,16.5,16.0,14.5,19.0,17.0,18.5,17.5,17.0,2.0,3.0,4.5,5.0,2.5,3.5,4.0,1.0,3.0
106,zai-org/GLM-4.5,18.5,14.0,12.5,13.0,16.0,11.0,15.0,13.5,17.0,10.0,14.5,14.0,12.0,8.5,9.0,7.5,10.0,6.0,8.0,9.5,0.0,8.5
107,zai-org/GLM-4.5,18.5,17.0,16.0,18.0,17.5,14.0,16.5,15.0,19.0,13.0,17.5,16.0,15.5,8.0,9.5,10.0,11.0,12.0,8.5,7.5,0.0,14.0
108,zai-org/GLM-4.5,20.0,16.5,17.0,18.5,16.0,14.0,17.5,16.5,20.0,19.0,18.0,19.5,19.0,3.0,4.0,5.0,6.0,2.0,4.5,3.0,5.0,4.0
109,zai-org/GLM-4.5,18.5,17.0,14.0,16.5,15.0,13.0,15.5,12.0,19.0,14.5,17.5,16.0,15.5,8.0,6.0,7.5,9.0,5.0,6.5,7.0,4.0,8.5
110,zai-org/GLM-4.5,18.5,14.0,13.0,16.0,15.0,12.0,17.0,15.0,19.0,14.0,17.0,18.0,17.5,3.0,5.0,8.0,7.0,4.0,3.0,6.0,0.0,9.0
111,zai-org/GLM-4.5,18.5,14.0,13.0,16.0,17.0,15.0,12.0,11.0,16.0,9.0,15.5,13.5,14.0,5.0,8.0,6.0,7.0,4.0,6.5,7.5,3.0,8.0
112,zai-org/GLM-4.5,20.0,14.5,13.0,18.5,17.0,16.0,16.5,15.0,19.0,17.5,18.0,17.5,17.0,5.0,6.5,7.0,8.0,4.0,5.5,6.0,0.0,9.0
113,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,16.5,14.0,17.0,18.5,19.5,18.0,17.5,18.5,18.0,3.0,2.5,4.0,3.5,1.0,5.0,4.5,1.0,2.0
114,zai-org/GLM-4.5,19.0,17.5,16.0,18.5,17.0,14.5,15.0,13.5,19.0,12.0,17.5,16.5,16.0,5.0,6.0,7.0,8.0,4.0,6.5,7.0,0.0,9.0
115,zai-org/GLM-4.5,18.5,17.0,16.5,18.0,17.5,14.0,18.5,16.0,19.0,15.5,17.0,18.0,17.5,3.0,2.5,4.0,5.0,2.0,3.5,4.5,1.5,4.0
116,zai-org/GLM-4.5,20.0,16.5,14.0,19.0,17.5,13.0,15.0,14.5,18.0,12.0,17.0,16.5,16.0,6.0,8.5,9.0,7.0,5.0,4.0,7.5,5.0,8.0
117,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,17.5,14.0,18.0,18.5,16.0,13.0,16.5,18.5,17.5,8.0,6.5,7.0,4.0,3.0,5.5,7.5,2.0,1.5
118,zai-org/GLM-4.5,18.0,14.5,13.0,16.0,17.0,15.5,15.0,12.0,11.0,9.0,16.5,14.0,13.5,7.0,6.0,8.0,10.0,5.0,6.5,7.5,8.5,9.0
119,zai-org/GLM-4.5,20.0,17.5,14.0,16.0,18.5,15.0,13.0,12.0,19.0,16.5,17.0,14.5,15.0,3.0,0.0,5.0,6.0,2.0,4.0,4.5,0.0,3.0
120,zai-org/GLM-4.5,18.5,17.0,14.5,16.0,15.5,13.0,12.5,10.0,19.0,11.0,15.0,13.5,14.0,3.0,5.0,8.0,6.0,4.0,5.5,7.0,2.0,9.0
121,zai-org/GLM-4.5,20.0,16.5,17.0,18.5,19.0,17.5,16.0,18.0,19.5,18.5,19.0,18.0,19.0,3.0,4.0,5.0,6.0,3.0,7.0,6.0,2.0,3.0
122,zai-org/GLM-4.5,20.0,16.5,17.0,18.5,19.0,17.5,16.0,17.5,19.5,14.0,18.0,17.0,18.0,3.5,4.0,5.0,6.0,3.0,7.0,6.5,2.0,5.5
