index,model,Adherence to Instructions_score,Believable Character Actions_score,Nuanced Characters_score,Consistent Voice / Tone of Writing_score,Imagery and Descriptive Quality_score,Elegant Prose_score,Emotionally Engaging_score,Emotionally Complex_score,Coherent_score,Well-earned Lightness or Darkness_score,Sentences Flow Naturally_score,Overall Reader Engagement_score,Overall Impression_score,Meandering_score,Weak Dialogue_score,Tell-Don't-Show_score,Unsurprising or Uncreative_score,Amateurish_score,Purple Prose_score,Overwrought_score,Incongruent Ending Positivity_score,Unearned Transformations_score
10,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.5,20.0,19.5,19.0,18.5,20.0,19.5,1.0,2.5,3.0,1.5,0.5,3.5,2.0,0.5,1.0
11,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.5,20.0,19.0,19.5,18.5,19.0,19.5,2.0,3.0,1.5,3.0,1.0,2.5,2.0,1.0,1.5
12,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,18.5,19.0,19.5,19.0,18.5,19.5,19.0,2.0,1.5,3.0,2.5,1.0,1.5,1.0,1.0,2.0
13,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,18.0,19.5,17.5,18.0,18.5,19.0,17.0,18.5,19.0,19.5,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,2.0
14,deepseek-ai/DeepSeek-R1-0528,20.0,16.5,17.0,18.5,19.0,17.5,19.5,19.0,18.0,19.5,18.5,19.0,19.0,2.0,3.0,4.0,3.5,1.0,2.5,3.0,1.0,1.5
15,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.0,19.5,19.5,19.0,18.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,3.0,2.5,1.0,2.0
16,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,16.0,19.0,19.5,18.0,18.5,17.0,19.0,19.5,18.5,19.0,19.0,2.0,3.0,2.5,3.5,1.0,2.0,3.0,1.0,1.5
17,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,19.0,19.5,19.0,18.5,18.0,19.5,19.0,20.0,18.5,19.5,19.5,2.0,1.5,1.0,3.0,0.5,2.5,1.5,1.0,1.5
18,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.5,19.0,18.0,18.5,19.0,19.5,19.0,18.5,19.5,19.0,2.0,3.5,2.5,3.0,1.0,2.0,1.5,1.0,2.5
19,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,17.0,15.5,18.0,19.0,19.5,18.5,18.0,19.0,19.5,2.0,1.5,3.0,3.5,1.0,1.5,1.0,1.0,2.5
20,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,19.0,19.5,18.0,17.0,18.5,19.0,19.5,18.0,18.5,19.0,19.5,2.0,3.5,4.0,2.5,1.0,3.0,2.5,1.5,3.0
21,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,19.0,20.0,19.5,18.5,18.0,19.5,19.0,3.0,2.5,3.5,2.0,1.0,3.0,4.0,1.0,2.5
22,deepseek-ai/DeepSeek-R1-0528,20.0,19.5,20.0,19.0,18.5,17.5,19.5,20.0,19.0,19.5,18.0,20.0,19.5,2.0,3.0,1.5,3.5,1.0,2.5,2.0,1.0,1.5
23,deepseek-ai/DeepSeek-R1-0528,20.0,19.5,18.0,19.0,20.0,18.5,19.0,18.5,19.5,19.0,19.5,20.0,19.5,1.0,1.0,2.0,3.0,0.5,2.5,1.5,1.0,1.0
24,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,20.0,18.0,19.0,19.5,19.5,19.0,18.5,20.0,19.5,1.0,2.5,3.0,1.5,0.5,2.0,1.0,0.5,1.0
25,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,17.5,19.5,19.0,18.5,18.5,19.0,19.5,2.0,1.5,3.0,2.5,1.0,3.5,2.0,1.0,1.5
26,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,17.5,19.0,19.5,18.5,18.5,19.0,19.5,1.0,2.0,3.0,2.5,0.5,3.5,2.0,1.0,1.5
27,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,17.5,18.0,19.0,20.0,19.5,18.5,19.0,19.5,1.0,2.0,3.0,2.5,1.0,3.5,2.0,1.0,1.5
28,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.0,17.5,16.0,19.5,19.0,18.0,19.0,18.5,20.0,19.5,2.0,1.0,3.0,2.5,1.0,3.5,2.0,1.0,3.0
29,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,15.0,19.0,18.5,17.0,16.0,17.5,19.5,19.0,18.0,19.5,19.0,2.0,3.0,4.0,3.0,1.0,2.5,3.5,1.0,2.0
30,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,18.5,19.0,19.5,19.0,18.5,19.0,19.5,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,2.5
31,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,18.5,19.0,19.5,19.0,18.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,2.0
32,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,19.5,18.5,17.0,19.0,19.5,19.0,18.5,19.0,19.5,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,1.5
33,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.5,20.0,19.5,18.5,19.0,20.0,19.5,2.0,1.5,1.0,1.0,0.5,2.5,1.5,1.0,1.5
34,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,18.5,19.0,17.0,19.5,18.5,19.0,18.0,18.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,3.0
35,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,18.5,17.0,18.0,19.0,19.5,19.0,18.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,1.0
36,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,19.5,17.0,18.5,19.0,19.5,19.0,18.5,19.0,19.5,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,2.5
37,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.5,19.0,17.0,18.5,19.0,19.5,19.0,18.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,1.5
38,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,18.0,19.5,17.5,18.0,19.0,19.5,18.5,18.0,19.0,19.0,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,3.0
39,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,19.5,18.5,18.0,19.0,19.5,19.0,18.5,19.0,19.5,1.0,2.5,3.0,2.0,1.0,2.0,1.5,1.0,1.5
40,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,17.5,18.0,19.5,19.0,19.5,18.5,19.0,19.5,2.0,3.0,4.0,3.5,1.0,2.5,3.0,1.0,2.0
41,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,19.5,18.5,19.0,18.5,19.5,19.0,18.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,1.5
42,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.5,20.0,19.5,19.0,18.5,20.0,19.5,2.0,3.0,2.5,3.5,1.0,3.0,2.5,1.0,2.0
43,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.5,20.0,19.5,19.0,18.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,1.5
44,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,18.5,19.0,19.5,18.0,19.0,19.5,19.0,2.0,1.5,2.5,3.0,1.0,2.0,1.5,1.0,1.5
45,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.5,18.5,20.0,18.0,19.0,19.5,19.0,2.0,3.0,1.5,3.5,1.0,2.5,1.5,1.0,2.5
46,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,16.0,18.5,18.0,17.0,19.0,19.5,19.0,19.5,18.0,19.5,19.0,2.0,3.5,4.0,3.0,1.0,2.5,3.0,1.0,4.5
47,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,19.5,18.5,18.0,19.0,19.5,19.0,18.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,3.0,2.5,1.0,2.0
48,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.5,19.0,18.5,19.0,19.5,19.0,19.5,18.0,19.5,19.0,2.0,3.5,2.5,3.0,1.0,2.0,3.0,1.0,1.5
49,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,17.0,18.5,19.0,19.5,18.5,19.0,19.5,2.0,1.5,3.0,3.5,1.0,2.5,1.5,1.0,1.0
50,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.5,19.0,18.0,19.0,19.5,20.0,19.5,18.5,19.0,19.5,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,1.0
51,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.0,17.5,15.0,18.0,18.5,19.5,19.0,18.0,19.0,19.5,2.0,1.5,3.0,4.0,1.0,1.5,2.5,1.0,3.5
52,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,19.0,19.5,19.0,18.5,18.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,3.0
53,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,16.5,19.0,19.5,19.0,18.5,18.0,19.5,19.0,3.0,2.5,3.5,4.0,1.5,2.0,3.0,1.0,2.5
54,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,19.0,20.0,19.5,19.0,18.5,19.5,19.0,2.0,3.0,4.0,3.5,1.0,2.5,3.0,1.0,2.0
55,deepseek-ai/DeepSeek-R1-0528,20.0,19.5,18.0,19.0,19.5,18.5,18.0,17.5,19.5,19.0,18.5,19.0,19.5,1.0,3.0,2.0,3.0,1.0,2.5,2.0,1.0,2.5
56,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.5,20.0,19.5,19.0,18.5,20.0,19.5,2.0,3.0,2.5,1.5,1.0,2.0,3.5,1.0,2.0
57,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,17.0,19.0,19.0,19.5,18.5,19.0,19.5,2.0,3.0,2.5,1.5,1.0,3.5,2.0,1.0,1.5
58,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,20.0,19.0,18.0,19.5,19.0,19.5,18.5,19.5,19.0,2.0,1.5,3.0,3.5,1.0,2.5,3.0,1.0,1.5
59,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,18.5,17.0,17.5,18.5,19.5,19.0,18.0,19.0,19.5,2.0,3.0,4.0,3.5,1.0,2.5,3.0,1.0,2.0
60,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.5,17.5,16.0,19.0,19.5,18.0,19.0,17.0,20.0,19.5,2.0,1.5,3.0,2.5,1.0,3.5,3.0,1.0,2.0
61,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,15.0,19.0,18.5,17.0,14.0,16.5,19.5,19.0,18.0,19.5,19.0,2.0,3.0,4.0,2.5,1.0,3.5,3.0,1.0,2.0
62,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,17.5,18.5,19.5,19.0,18.5,19.0,19.5,2.0,3.0,2.5,1.5,1.0,2.0,1.5,1.0,1.5
63,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,18.5,19.5,19.0,19.5,18.5,19.0,19.5,2.0,3.5,2.5,3.0,1.0,2.0,2.5,1.0,2.0
64,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,18.5,19.0,20.0,19.5,19.0,19.5,19.0,1.0,2.5,3.0,3.5,0.5,2.0,1.5,1.0,1.0
65,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,20.0,18.0,19.0,19.5,19.5,18.5,19.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,3.0,2.0,1.0,2.5
66,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,19.5,18.5,19.0,18.5,19.5,18.0,19.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,3.0
67,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,16.0,18.5,19.0,17.0,18.0,17.5,19.5,19.0,18.0,19.0,18.5,2.0,3.5,4.0,3.0,1.0,2.5,2.0,1.0,1.5
68,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,17.5,19.0,19.5,19.5,18.0,18.5,19.0,19.5,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,2.5
69,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,19.5,17.0,18.5,19.0,19.5,19.0,18.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,1.5
70,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,18.0,19.5,18.5,19.0,19.5,20.0,18.0,19.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,3.0
71,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.0,19.5,19.5,19.0,18.5,19.5,19.0,1.0,2.5,3.0,2.0,1.0,2.0,1.5,1.0,1.5
72,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,17.5,18.0,19.5,19.0,18.5,18.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,1.5
73,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,19.5,18.5,19.0,18.5,19.5,19.0,19.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,1.5
74,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,20.0,18.0,19.0,20.0,19.5,19.0,18.5,20.0,19.5,2.0,3.0,1.5,1.0,0.5,2.5,3.5,1.0,1.5
75,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,20.0,18.0,19.0,20.0,19.5,19.0,18.5,19.5,19.5,2.0,3.0,1.5,3.5,1.0,2.5,2.0,1.0,1.5
76,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,17.0,17.5,18.0,19.0,19.0,19.5,18.5,19.5,19.0,2.0,1.5,1.0,2.5,1.0,1.5,1.0,1.0,1.0
77,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,18.0,19.5,17.5,19.0,18.5,20.0,18.0,19.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,3.0
78,deepseek-ai/DeepSeek-R1-0528,20.0,16.5,17.0,18.5,18.0,17.5,19.0,19.5,19.0,19.5,18.0,19.5,19.0,1.5,3.0,2.5,3.5,1.0,2.0,3.0,1.0,2.5
79,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,20.0,19.0,19.5,19.0,19.5,19.0,19.5,20.0,19.5,2.0,3.0,1.5,2.5,1.0,3.5,2.0,1.0,1.5
80,deepseek-ai/DeepSeek-R1-0528,20.0,16.5,17.0,19.0,19.5,18.0,19.0,18.5,19.5,19.0,18.5,20.0,19.5,2.0,3.5,2.5,3.0,1.0,2.0,3.0,1.0,2.0
81,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,18.5,19.5,19.0,19.5,18.5,19.0,19.5,2.0,1.5,2.5,3.0,1.0,3.5,2.0,1.0,1.5
82,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.0,19.5,18.0,18.5,19.0,19.5,19.0,18.5,19.5,19.0,2.0,3.5,2.5,3.0,1.0,2.0,1.5,1.0,1.0
83,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,17.0,19.5,18.0,16.5,19.0,18.5,19.0,19.5,18.0,19.5,19.0,2.0,1.5,3.0,4.0,1.0,2.5,1.5,1.0,1.5
84,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,19.0,18.5,17.0,16.0,18.0,19.5,19.0,18.5,17.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.5,3.0
85,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,19.0,19.5,19.0,18.5,18.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,1.5
86,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,19.0,20.0,19.0,19.5,18.5,19.5,19.0,3.0,2.5,3.5,4.0,1.0,2.0,3.0,1.0,2.0
87,deepseek-ai/DeepSeek-R1-0528,20.0,19.5,18.0,19.0,19.5,18.5,18.0,17.5,20.0,19.0,19.0,19.5,19.0,1.0,2.0,3.0,3.0,1.0,2.5,2.0,1.0,1.5
88,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,19.0,19.5,20.0,19.5,18.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,2.0
89,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,19.0,18.0,18.5,19.5,19.0,19.5,18.5,20.0,19.5,2.0,1.5,1.0,1.0,0.5,3.0,2.5,1.0,1.5
90,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,20.0,19.0,18.0,19.5,19.5,19.0,19.0,20.0,19.5,1.0,2.5,1.5,3.0,0.5,2.0,1.0,0.5,1.0
91,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,18.0,19.0,18.5,17.0,18.0,19.5,19.0,19.5,18.5,19.0,19.5,1.0,2.5,3.0,2.0,1.0,2.0,1.5,1.0,1.0
92,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,18.0,17.5,19.0,19.5,18.5,19.0,18.0,20.0,19.5,2.0,1.0,3.0,2.5,1.0,3.5,2.0,1.0,3.0
93,deepseek-ai/DeepSeek-R1-0528,20.0,17.5,14.0,19.0,18.5,17.0,15.0,16.5,19.5,19.0,18.0,19.5,19.0,2.0,3.5,4.0,3.0,1.0,2.5,3.0,1.0,1.5
94,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,20.0,19.0,18.0,19.5,19.5,19.0,19.0,19.5,19.5,2.0,3.0,1.5,1.0,0.5,2.5,1.5,1.0,1.0
95,deepseek-ai/DeepSeek-R1-0528,20.0,18.5,19.0,19.5,20.0,18.0,19.0,19.5,19.5,19.0,18.5,19.5,19.5,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,2.0
96,zai-org/GLM-4.5,20.0,18.5,17.0,19.0,19.5,18.0,18.5,19.0,20.0,19.5,19.0,19.5,19.0,1.5,2.0,3.0,3.5,0.5,2.5,1.0,0.5,1.0
97,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,19.0,18.0,19.0,20.0,19.5,18.5,19.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,3.0,2.0,1.0,2.5
98,zai-org/GLM-4.5,20.0,17.5,18.0,18.5,19.0,17.0,18.5,19.0,19.5,18.0,18.0,19.0,19.5,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,3.0
99,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,19.5,18.5,18.0,19.0,19.5,19.0,18.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,1.5
100,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,18.5,16.0,19.5,19.0,19.5,18.0,18.5,19.0,18.5,2.0,3.0,4.0,3.5,1.0,2.5,1.5,1.0,2.0
101,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,19.5,18.5,17.0,16.5,19.0,19.5,18.0,19.0,19.0,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,1.0
102,zai-org/GLM-4.5,20.0,18.5,19.0,18.0,17.5,17.0,18.5,19.5,19.0,17.0,18.5,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,3.0
103,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,19.5,18.5,18.0,19.0,19.5,19.0,18.5,19.5,19.0,1.0,2.5,3.0,2.0,1.0,2.0,1.5,1.0,2.5
104,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,19.0,17.5,18.0,19.5,20.0,19.0,18.5,19.5,19.0,1.0,2.5,3.0,3.5,1.0,2.0,1.5,1.0,1.5
105,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,19.5,18.5,19.0,18.5,19.5,19.0,19.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,3.0,1.0,2.5
106,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,19.0,18.0,19.5,20.0,19.0,19.5,18.5,20.0,19.5,2.0,3.0,1.5,2.5,1.0,3.5,3.0,1.0,2.0
107,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,19.0,17.5,18.0,19.5,19.0,19.5,18.5,19.0,19.0,2.0,3.0,2.5,3.5,1.0,2.0,1.5,1.0,1.5
108,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,18.0,18.5,17.5,18.0,19.0,19.5,19.0,19.5,19.0,2.0,1.5,2.5,3.0,1.0,2.0,1.5,1.0,1.5
109,zai-org/GLM-4.5,20.0,18.5,19.0,18.0,19.5,17.5,19.0,18.5,20.0,18.0,19.0,19.5,19.0,2.0,3.0,2.5,4.0,1.0,3.5,2.0,1.0,3.0
110,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,19.5,18.5,19.0,19.5,19.0,20.0,19.5,20.0,19.5,2.0,3.0,2.5,3.5,1.0,2.0,3.0,1.0,4.0
111,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,19.5,18.5,18.0,19.0,19.5,19.0,19.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,2.0
112,zai-org/GLM-4.5,20.0,15.5,17.0,19.0,19.5,18.0,19.0,18.5,19.5,19.0,18.5,20.0,19.5,2.0,3.5,2.5,3.0,1.0,2.0,3.0,1.0,2.5
113,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,19.0,18.0,18.5,19.5,19.0,19.5,19.0,19.5,19.0,2.0,3.0,2.5,3.5,1.0,2.0,2.5,1.0,1.5
114,zai-org/GLM-4.5,20.0,18.5,17.0,19.0,19.5,18.0,18.5,19.0,20.0,19.5,18.5,19.0,19.5,2.0,3.5,4.0,3.0,1.0,2.5,2.0,1.0,1.5
115,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,18.0,16.5,19.0,19.5,20.0,19.0,18.5,19.5,19.0,2.0,1.5,3.0,4.0,1.0,1.5,2.5,1.0,3.5
116,zai-org/GLM-4.5,20.0,17.5,18.0,19.0,16.5,17.0,18.5,19.0,19.5,18.0,18.5,19.0,19.5,3.0,2.5,4.0,3.5,1.0,2.0,3.0,1.5,4.5
117,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,18.0,17.5,19.0,20.0,18.5,18.0,17.0,19.5,19.0,3.0,2.5,3.5,4.0,1.5,3.0,4.5,1.0,2.0
118,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,18.0,17.5,19.0,20.0,19.5,18.5,18.0,19.5,19.0,2.0,3.5,4.0,3.0,1.0,2.5,3.0,1.0,2.5
119,zai-org/GLM-4.5,20.0,18.5,17.0,19.0,19.5,18.0,17.5,18.0,19.0,18.5,18.5,19.0,19.0,2.0,1.0,3.0,3.5,1.0,2.5,2.0,1.0,1.5
120,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,19.0,18.0,18.5,19.5,20.0,19.0,18.5,19.5,19.0,2.0,3.0,4.0,3.5,1.0,2.5,2.0,1.0,3.0
121,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,19.0,18.0,18.5,19.5,19.0,19.5,18.5,19.0,19.5,2.0,1.5,3.0,2.5,1.0,3.5,2.0,1.0,1.5
122,zai-org/GLM-4.5,20.0,18.5,19.0,19.5,20.0,19.0,18.0,19.5,20.0,19.0,19.5,20.0,19.5,1.0,2.0,1.5,3.0,0.5,2.5,1.0,0.5,1.0
